"Endpoint Name","Site","Last Logged In User","OS Username","Group","Tags","Domain","Account","Console Visible IP","Agent Version","Serial Number","Subscribed On","Device Type","Model Name","OS","OS Version","Architecture","Memory","CPU Count","CPU Type","Core Count","Management Connectivity","Network Status","Update Status","Scan Status","Last Reported IP","Pending Uninstall","Disk Encryption","Agent UUID","Agent ID","Customer Identifier","Console Migration Status","Operational State","Operational State Expiration","Last Reboot Date","Installer Type","Reboot Required due to Threat","User Action Required","Remote Profiling State","Remote Profiling Expiration","Storage Type","Storage Name","Cloud Account","Cloud Location","Cloud Network","Cloud Image","Cloud Tags","Cloud Instance Size","Cloud Instance ID","Cloud Security Group","Cluster Name","K8s Type","K8s Version","Agent Namespace","Agent Pod Name","K8s Node Name","K8s Node Labels","ECS Type","ECS Version","ECS Cluster Name","ECS Task Arn","ECS Task Availability Zone","ECS Service Name","ECS Service Arn","ECS Task Definition Family","ECS Task Definition Revision","ECS Task Definition Arn","Is Uninstalled","Decommissioned at","Missing Permissions"
"SPRDAPRMAGRU03.GRU.LOCAL","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","23.1.1.7","N/A","Aug 26, 2024 08:30:05 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 20.04.1 LTS 5.4.0-54-generic","64 bit","7 GB",2,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",2,"Online","Connected","Up to date","Completed( Aug 26, 2024 10:57:39 PM )","172.31.50.142","No","Off","567894c7-ce2f-d977-db89-2620dc51e9cc",2025642516088669795,"N/A","N/A","Not disabled","N/A","Jul 17, 2024 12:33:52 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPRMAGRU01.GRU.LOCAL","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","23.1.1.7","N/A","Aug 26, 2024 08:30:04 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 20.04.1 LTS 5.4.0-120-generic","64 bit","4 GB",2,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",2,"Online","Connected","Up to date","Completed( Aug 26, 2024 09:48:17 PM )","172.31.50.140","No","Off","56548d31-dcb5-d53e-4faf-f0191de0f361",2025642507716834329,"N/A","N/A","Not disabled","N/A","Jun 20, 2022 03:46:51 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPRMAGRU02.GRU.LOCAL","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","23.2.2.4","N/A","Aug 26, 2024 08:29:32 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 20.04.1 LTS 5.4.0-120-generic","64 bit","4 GB",2,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",2,"Online","Connected","Up to date","Completed( Aug 26, 2024 09:34:48 PM )","172.31.50.141","No","Off","95a51dd9-6343-08e3-bc06-a40972c79a1c",2025642243861459075,"N/A","N/A","Not disabled","N/A","Jul 02, 2024 02:18:20 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sdqbdoragru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 26, 2024 08:06:24 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise Server release 6.5 (Santiago) 2.6.32-431.el6.x86_64","64 bit","98 GB",2,"Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz",4,"Online","Connected","Up to date","Completed( Aug 26, 2024 11:13:12 PM )","172.31.52.106","No","Off","ef2bda84-1fa0-f6e9-e519-edf898b703ab",2025630597676083996,"N/A","N/A","Not disabled","N/A","Oct 31, 2022 05:12:09 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapsmgru02","Default site","N/A","root","SERVIDORES LINUX","ACN : SAP, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","177.130.117.155","23.2.2.4","N/A","Aug 26, 2024 03:29:58 PM","server","Dell Inc. PowerEdge M620","Linux","Linux,Red Hat Enterprise Server release 6.6 (Santiago) 2.6.32-504.8.1.el6.x86_64","64 bit","31 GB",2,"Intel(R) Xeon(R) CPU E5-2630 v2 @ 2.60GHz",12,"Online","Connected","Up to date","Completed( Aug 26, 2024 05:43:38 PM )","172.31.49.147","No","Off","918350a4-8ef6-14f6-d47d-4b547a0693ac",2025491468442180635,"N/A","N/A","Not disabled","N/A","Dec 04, 2024 03:06:57 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDSIEM02","Default site","N/A","root","SERVIDORES LINUX","None","gru.local","GRUPO INVEPAR","177.130.117.155","23.4.2.14","N/A","Aug 22, 2024 08:01:12 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Debian GNU/11 (bullseye) 5.10.0-22-amd64","64 bit","16 GB",4,"Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 08:14:36 PM )","172.31.46.31","No","Off","ee67d2e6-d203-3869-7f2a-286967b892d7",2022728879299647435,"N/A","N/A","Not disabled","N/A","Aug 22, 2024 08:00:43 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDSIEM01","Default site","N/A","root","SERVIDORES LINUX","None","gru.local","GRUPO INVEPAR","177.130.117.155","23.4.2.14","N/A","Aug 22, 2024 08:01:09 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Debian GNU/11 (bullseye) 5.10.0-22-amd64","64 bit","16 GB",4,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 08:14:13 PM )","172.31.46.30","No","Off","ee6760d9-3754-ba27-3a09-fdae6cf96c47",2022728856709118309,"N/A","N/A","Not disabled","N/A","Aug 22, 2024 07:45:10 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDVCCHOGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 22, 2024 07:33:02 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,SUSE Enterprise Server 12 SP5 4.12.14-122.216-default","64 bit","16 GB",4,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 08:10:57 PM )","172.31.6.25","No","Off","eee47325-6dc8-6f29-c944-66574126b40e",2022714697136524621,"N/A","N/A","Not disabled","N/A","Jan 30, 2025 01:54:37 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPNTWSGRU01","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","200.174.72.155","24.1.1.16","N/A","Aug 22, 2024 06:37:28 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 8.10 (Ootpa) 4.18.0-553.36.1.el8_10.x86_64","64 bit","31 GB",1,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 07:14:43 PM )","172.31.62.186","No","Off","eed433dc-809b-f3df-ae6a-91be993e0db6",2022686735521951557,"N/A","N/A","Not disabled","N/A","Jan 29, 2025 03:07:30 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPNMCGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 22, 2024 06:28:48 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 8.10 (Ootpa) 4.18.0-553.36.1.el8_10.x86_64","64 bit","31 GB",1,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 07:01:38 PM )","172.31.62.187","No","Off","ee32f16c-acfd-28d2-0c33-0a128bef7ca0",2022682371363817057,"N/A","N/A","Not disabled","N/A","Jan 30, 2025 05:59:19 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapssagru01","Default site","N/A","root","SERVIDORES LINUX","ACN : INFRA CRITICA, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","200.174.72.155","24.1.1.16","N/A","Aug 22, 2024 05:44:14 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,CentOS release 7.9.2009 (Core) 3.10.0-1160.88.1.el7.x86_64","64 bit","8 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",2,"Online","Connected","Up to date","Completed( Aug 22, 2024 06:02:41 PM )","172.31.46.24","No","Off","eef4e50a-fb78-224b-42c4-eef941e5ab73",2022659936484958676,"N/A","N/A","Not disabled","N/A","Aug 13, 2024 08:49:51 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPVPRGRU03","Default site","N/A","root","SERVIDORES LINUX","None","GRU.LOCAL","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 22, 2024 03:38:07 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,SUSE Enterprise Server 12 SP5 4.12.14-122.194-default","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-4620 v2 @ 2.60GHz",4,"Offline","Connected","Up to date","Completed( Aug 22, 2024 04:29:38 PM )","172.31.62.195","No","Off","ee0d9176-16f7-1c0a-a1bb-299414175a52",2022596463354151187,"N/A","N/A","Not disabled","N/A","Jul 30, 2024 07:06:26 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPVPRGRU04","Default site","N/A","root","SERVIDORES LINUX","None","GRU.LOCAL","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 22, 2024 02:38:56 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,SUSE Enterprise Server 12 SP5 4.12.14-122.194-default","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",4,"Offline","Connected","Up to date","Completed( Aug 22, 2024 03:38:19 PM )","172.31.62.196","No","Off","eed5ce79-7618-82f2-e267-048607dad3fa",2022566675420594836,"N/A","N/A","Not disabled","N/A","Jul 30, 2024 07:08:22 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPVPRGRU02","Default site","N/A","root","SERVIDORES LINUX","None","GRU.LOCAL","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 22, 2024 02:36:02 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,SUSE Enterprise Server 12 SP5 4.12.14-122.194-default","64 bit","8 GB",4,"Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 02:54:26 PM )","172.31.62.194","No","Off","eeaf8912-9b43-4de4-dfdd-f463cf414eed",2022565217748428795,"N/A","N/A","Not disabled","N/A","Aug 09, 2024 06:02:56 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPVPRGRU01","Default site","N/A","root","SERVIDORES LINUX","None","GRU.LOCAL","GRUPO INVEPAR","200.174.72.155","24.1.1.16","N/A","Aug 22, 2024 02:35:33 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,SUSE Enterprise Server 12 SP5 4.12.14-122.194-default","64 bit","8 GB",4,"Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 02:52:31 PM )","172.31.62.193","No","Off","eea8b205-5e12-5fd5-e035-36044c94efaa",2022564970234066911,"N/A","N/A","Not disabled","N/A","Aug 09, 2024 05:30:03 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPNFSGRU01","Default site","N/A","root","SERVIDORES LINUX","None","gru.local","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 22, 2024 12:30:41 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 9.5 (Plow) 5.14.0-503.15.1.el9_5.x86_64","64 bit","7 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 12:45:03 PM )","172.31.49.68","No","Off","eecbe9c9-bb2a-e82a-8524-5e1af13c7598",2022502123591972917,"N/A","N/A","Not disabled","N/A","Dec 17, 2024 02:22:24 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMAPNFSGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","24.1.1.16","N/A","Aug 22, 2024 12:30:40 PM","server","VMware, Inc. VMware7,1","Linux","Linux,Red Hat Enterprise release 9.4 (Plow) 5.14.0-427.31.1.el9_4.x86_64","64 bit","7 GB",2,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Online","Connected","Up to date","Completed( Aug 22, 2024 01:13:32 PM )","10.36.52.20","No","Off","eebfeea4-a03d-cad1-2358-b7b80b992c4a",2022502114431609225,"N/A","N/A","Not disabled","N/A","Aug 22, 2024 12:17:06 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdsapnasgru01","Default site","N/A","root","SERVIDORES LINUX","ACN : SAP, Impacto : B-Perigoso","unknown","GRUPO INVEPAR","200.174.72.155","23.2.2.4","N/A","Aug 21, 2024 07:05:31 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise Server release 6.6 (Santiago) 2.6.32-504.12.2.el6.x86_64","64 bit","8 GB",1,"Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz",2,"Online","Connected","Up to date","Completed( Aug 21, 2024 08:04:35 PM )","172.31.49.202","No","Off","95f8f008-d1a6-b976-ea9f-8a086c07e2c5",2021976077078250563,"N/A","N/A","Not disabled","N/A","Jun 19, 2024 01:16:10 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sqasapecgru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 21, 2024 06:11:25 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise Server release 6.10 (Santiago) 2.6.32-754.35.1.el6.x86_64","64 bit","47 GB",2,"Intel(R) Xeon(R) CPU E5-2660 v2 @ 2.20GHz",4,"Online","Connected","Up to date","Completed( Aug 21, 2024 08:39:28 PM )","172.31.52.105","No","Off","eddb1beb-5746-4a2a-f425-c116d35fe2ec",2021948845574996119,"N/A","N/A","Not disabled","N/A","Jun 17, 2023 05:38:21 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDMONGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","23.4.2.14","N/A","Aug 21, 2024 04:02:12 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-119-generic","64 bit","8 GB",2,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",2,"Online","Connected","Up to date","Completed( Aug 21, 2024 05:57:05 PM )","172.31.49.41","No","Off","edbabd9f-f6f8-16da-5fb0-359e2ffbc89c",2021883806474915454,"N/A","N/A","Not disabled","N/A","Sep 02, 2024 08:22:45 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapprmgru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","23.4.2.14","N/A","Aug 21, 2024 03:46:17 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.4 LTS 5.15.0-92-generic","64 bit","4 GB",2,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",2,"Online","Connected","Up to date","Completed( Aug 21, 2024 05:25:29 PM )","172.31.50.167","No","Off","eddb6613-7a70-1d60-4b90-ec7c1b57b140",2021875797616067674,"N/A","N/A","Not disabled","N/A","Mar 09, 2024 01:12:12 AM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"dacdb-gru","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 21, 2024 01:54:05 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,CentOS release 6.7 (Final) 2.6.32-754.10.1.el6.x86_64","64 bit","16 GB",2,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",4,"Online","Connected","Up to date","Completed( Aug 21, 2024 08:58:47 PM )","192.168.40.134","No","Off","edbc4298-fcea-8d07-75c0-4f0de923bc64",2021819325126240790,"N/A","N/A","Not disabled","N/A","Jan 26, 2023 03:09:36 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"dip-gru","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 21, 2024 01:37:39 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,CentOS release 6.7 (Final) 2.6.32-754.10.1.el6.x86_64","64 bit","16 GB",2,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",4,"Offline","Connected","Up to date","Completed( Aug 21, 2024 04:17:37 PM )","192.168.40.135","No","Off","ede30a22-e693-3792-4acc-75fe4a855762",2021811057177287691,"N/A","N/A","Not disabled","N/A","Jan 12, 2024 03:22:33 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapzbpxgru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","23.4.2.14","N/A","Aug 20, 2024 02:23:40 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 20.04.6 LTS 5.4.0-193-generic","64 bit","10 GB",2,"Intel(R) Xeon(R) CPU E5-4640 0 @ 2.40GHz",8,"Online","Connected","Up to date","Completed( Aug 20, 2024 04:43:11 PM )","172.16.253.84","No","Off","ed09053b-8ed4-07be-c36a-66fae2f9f66f",2021109442970124965,"N/A","N/A","Not disabled","N/A","Aug 21, 2024 02:47:50 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"sprdapgrfgru01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","23.4.2.14","N/A","Aug 19, 2024 05:53:55 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.4 LTS 5.15.0-118-generic","64 bit","4 GB",2,"Intel(R) Xeon(R) CPU E5-4620 v2 @ 2.60GHz",2,"Online","Connected","Up to date","Aborted( Aug 19, 2024 05:57:25 PM )","172.31.50.165","No","Off","ed8d22d3-cc85-bec5-168b-5cbaa31edf0b",2020490485885919855,"N/A","N/A","Not disabled","N/A","Aug 19, 2024 06:27:02 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"PRDRMADS02","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 14, 2024 06:28:49 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Red Hat Enterprise release 8.10 (Ootpa) 4.18.0-553.16.1.el8_10.x86_64","64 bit","7 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Online","Connected","Up to date","Aborted( Aug 14, 2024 08:35:52 PM )","172.31.49.50","No","Off","eb12df22-6fd5-9832-be04-ccac2eafc18b",2016884172001550505,"N/A","N/A","Not disabled","N/A","Sep 04, 2024 06:28:44 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SPRDAPNFSGRU01","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","177.130.117.155","24.1.1.16","N/A","Aug 05, 2024 01:29:28 PM","server","VMware, Inc. VMware20,1","Linux","Linux,Red Hat Enterprise release 9.4 (Plow) 5.14.0-427.31.1.el9_4.x86_64","64 bit","7 GB",2,"Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz",4,"Offline","Connected","Up to date","Completed( Aug 05, 2024 01:59:53 PM )","N/A","No","Off","e8036276-623f-2518-cef5-ecb74618e540",2010210525066846259,"N/A","N/A","Not disabled","N/A","Aug 22, 2024 12:19:55 PM","RPM","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
"SHOMRMAGRU02","Default site","N/A","root","SERVIDORES LINUX","None","unknown","GRUPO INVEPAR","200.174.72.155","23.2.2.4","N/A","Jul 31, 2024 03:20:24 PM","server","VMware, Inc. VMware Virtual Platform","Linux","Linux,Ubuntu 22.04.5 LTS 5.15.0-117-generic","64 bit","8 GB",4,"Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz",4,"Online","Connected","Out of date","Completed( Jul 31, 2024 04:37:11 PM )","10.36.52.19","No","Off","e74aa839-858c-0fcb-bab1-d89040e06a52",2006642482829721665,"N/A","N/A","Not disabled","N/A","Jul 31, 2024 03:11:26 PM","DEB","No","No","disabled","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A"
